model,version,embedding_dim,pairs,best_threshold,accuracy,eer,eer_threshold,fit_seconds,embed_seconds,score_seconds
insightface-buffalo_l,buffalo_l,512,20,0.29665398597717285,1.0,0.0,0.29665398597717285,1.3542001397581771e-05,20.081984829001158,0.00010310300058335997
insightface-buffalo_s,buffalo_s,512,20,0.2547215558588505,1.0,0.0,0.2547215558588505,7.859001925680786e-06,8.435068683000281,6.256699998630211e-05
