model,version,embedding_dim,pairs,best_threshold,accuracy,eer,eer_threshold,fit_seconds,embed_seconds,score_seconds
pixel-cosine,0.1.0,12544,6,0.12077842280268669,0.5,0.6666666666666666,0.18876264989376068,6.1489990912377834e-06,0.0006127939996076748,7.285299943760037e-05
dct-low-frequency,0.1.0,576,6,0.8877428770065308,0.6666666666666666,0.3333333333333333,0.8877428770065308,4.5190026867203414e-06,0.001326079000136815,1.2991000403417274e-05
