model,version,embedding_dim,pairs,best_threshold,accuracy,eer,eer_threshold,fit_seconds,embed_seconds,score_seconds
insightface-buffalo_l,buffalo_l,512,120,0.25720179826021194,1.0,0.0,0.25720179826021194,2.006599970627576e-05,128.60294642999725,0.0013976260015624575
insightface-buffalo_s,buffalo_s,512,120,0.22689980268478394,1.0,0.0,0.22689980268478394,2.1808999008499086e-05,57.35701957600031,0.0005029210005886853
